TimeTaken(ms)
1479151
1476070
1476398
1478714
1476315
1476604
1479742
1476385
1476635
1476560
1476338
1476368
1478807
1480340
1480032
1480208
1480149
1479185
1479409
1479617
1480564
1480250
1479270
1480206
1479842
