TimeTaken(ms)
2974134
2963589
2962832
2963173
2963230
2963692
2962632
2963145
2963524
2964748
2963255
2963252
2963395
2964245
2963760
2964455
2965260
2966300
2972712
2970773
2969160
2973747
2971636
2970836
2966272
