TimeTaken(ms)
92825
92495
92620
92734
92781
92793
92614
92522
92673
92708
92641
92613
92724
92697
92724
92711
92607
92532
92721
92755
92683
92722
92694
92485
92517
95568
95250
95368
95095
93890
93960
93948
93989
93829
93951
93881
93885
94018
94303
95566
96508
94646
94384
93825
93836
93839
93751
93715
95867
94274
94208
94131
93931
93948
94012
94092
94071
94047
94088
94007
94100
94032
94138
94113
94075
93968
93956
93768
93860
93786
93862
93670
93851
93667
93991
93932
93875
93878
93827
93897
93925
93912
93855
93906
93822
93885
93867
93877
93910
93745
93801
93573
93666
93509
93644
93706
93650
93481
93570
93793
