TimeTaken(ms)
372652
370984
371086
370941
371157
370219
369949
369953
369827
370107
370140
370045
370098
369970
370090
370032
370212
369990
369920
370016
369915
369956
370773
370805
371221
377972
376038
375699
375748
375248
375301
375560
375380
375495
376896
375457
375087
375315
375338
375574
375307
375194
375375
375449
375186
375242
375520
375154
375255
375433
382001
387124
386623
383623
376279
376476
376451
376309
376725
376539
377572
376159
376613
376508
376708
376451
376543
377374
377313
377257
377405
376442
376338
376250
376364
376386
374383
374284
374297
373987
373767
373839
373725
373928
373847
374821
373987
374180
373798
373623
374402
373781
373733
373869
373781
373806
373777
373803
373750
373878
