TimeTaken(ms)
1511305
1507169
1507160
1507740
1509468
1507805
1509868
1509584
1507677
1509502
1508617
1508132
1509146
1506599
1508306
1509500
1509527
1508401
1507313
1511855
1518095
1506798
1506993
1508424
1508674
