TimeTaken(ms)
6618
6221
6224
6228
6260
6188
6213
6208
6223
6256
6246
6205
6227
6221
6203
6214
6227
6186
6250
6246
6232
6216
6236
6208
6250
6198
6202
6216
6197
6226
