TimeTaken(ms)
49599
49496
49327
49376
49461
49375
49351
49378
49413
49479
49450
49475
49343
49307
49445
49426
49568
49301
49611
49379
49496
49385
49446
49515
49460
49424
49381
49403
49427
49398
