TimeTaken(ms)
25026
24774
24710
24711
24683
25105
24743
24826
24823
24809
24848
24680
24698
24803
24782
24777
24782
24732
24732
24713
24837
24653
24731
24682
24635
24755
24801
24795
24787
24735
