TimeTaken(ms)
1506035
1502633
1502286
1503000
1501949
1501686
1504873
1502468
1501500
1501776
1501467
1502198
1503259
1502590
1502045
1502304
1502327
1501919
1501984
1502166
1516852
1502125
1502182
1501940
1501985
