TimeTaken(ms)
1500297
1499287
1499465
1500298
1499802
1500149
1500621
1501103
1500092
1500120
1499726
1499347
1500902
1500728
1499917
1499622
1499408
1499684
1500047
1499672
1502206
1500166
1499890
1499815
1499686
