TimeTaken(ms)
3298
3128
3101
3109
3099
3122
3143
3160
3142
3131
3120
3127
3109
3105
3137
3143
3132
3147
3138
3141
3122
3159
3142
3114
3148
3171
3148
3143
3148
3148
