TimeTaken(ms)
12671
12433
12335
12395
12344
12437
12318
12388
12352
12351
12351
12373
12383
12311
12396
12380
12345
12376
12307
12347
12372
12405
12374
12409
12365
12391
12427
12327
12279
12338
