TimeTaken(ms)
98445
98438
98210
99089
98407
99062
98687
98629
98989
99137
99016
98990
98318
98603
98869
99094
98618
98315
98967
99054
99117
99207
98941
98891
98915
98867
99029
99258
98934
99014
