TimeTaken(ms)
3345
3108
3126
3101
3139
3155
3132
3103
3147
3202
3138
3151
3106
3132
3118
3128
3126
3133
3131
3154
3138
3133
3197
3223
3138
3115
3112
3173
3143
3131
