TimeTaken(ms)
6496
6179
6274
6180
6226
6228
6228
6262
6213
6206
6179
6195
6254
6182
6188
6236
6162
6178
6206
6284
6193
6188
6243
6210
6250
6293
6207
6228
6282
6204
